date,market,commodity,price
2011-11-15,Kostanay,Potatoes,58.0
2011-11-15,Kostanay,Meat (beef),970.0
2011-11-15,Kostanay,Milk,100.0
2011-11-15,Kostanay,Oil (sunflower),315.0
2011-11-15,Aktau,Potatoes,86.0
2011-11-15,Aktau,Wheat flour (first grade),117.0
2011-11-15,Aktau,Meat (beef),1227.0
2011-11-15,Aktau,Oil (sunflower),377.0
2011-12-15,Nur-Sultan,Potatoes,59.0
2011-12-15,Nur-Sultan,Wheat flour (first grade),94.0
2011-12-15,Nur-Sultan,Meat (beef),1314.0
2011-12-15,Nur-Sultan,Milk,120.0
2011-12-15,Almaty,Potatoes,74.0
2011-12-15,Almaty,Meat (beef),1376.0
2011-12-15,Almaty,Milk,145.0
2011-12-15,Almaty,Oil (sunflower),346.0
2011-12-15,Kostanay,Potatoes,56.0
2011-12-15,Kostanay,Wheat flour (first grade),58.0
2011-12-15,Kostanay,Meat (beef),970.0
2011-12-15,Kostanay,Milk,100.0
2011-12-15,Kostanay,Oil (sunflower),315.0
2011-12-15,Aktau,Potatoes,86.0
2011-12-15,Aktau,Wheat flour (first grade),116.0
2011-12-15,Aktau,Meat (beef),1227.0
2011-12-15,Aktau,Oil (sunflower),377.0
2012-01-15,Nur-Sultan,Potatoes,58.0
2012-01-15,Nur-Sultan,Meat (beef),1314.0
2012-01-15,Nur-Sultan,Milk,120.0
2012-01-15,Nur-Sultan,Oil (sunflower),339.0
2012-01-15,Almaty,Potatoes,74.0
2012-01-15,Almaty,Wheat flour (first grade),99.0
2012-01-15,Almaty,Meat (beef),1388.0
2012-01-15,Almaty,Milk,155.0
2012-01-15,Kostanay,Potatoes,56.0
2012-01-15,Kostanay,Wheat flour (first grade),57.0
2012-01-15,Kostanay,Meat (beef),970.0
2012-01-15,Kostanay,Milk,100.0
2012-01-15,Kostanay,Oil (sunflower),315.0
2012-01-15,Aktau,Potatoes,86.0
2012-01-15,Aktau,Wheat flour (first grade),109.0
2012-01-15,Aktau,Meat (beef),1227.0
2012-02-15,Nur-Sultan,Potatoes,58.0
2012-02-15,Nur-Sultan,Meat (beef),1341.0
2012-02-15,Nur-Sultan,Milk,125.0
2012-02-15,Nur-Sultan,Oil (sunflower),339.0
2012-02-15,Almaty,Potatoes,74.0
2012-02-15,Almaty,Wheat flour (first grade),100.0
2012-02-15,Almaty,Meat (beef),1388.0
2012-02-15,Almaty,Milk,155.0
2012-02-15,Kostanay,Potatoes,56.0
2012-02-15,Kostanay,Wheat flour (first grade),57.0
2012-02-15,Kostanay,Meat (beef),970.0
2012-02-15,Kostanay,Milk,100.0
2012-02-15,Kostanay,Oil (sunflower),315.0
2012-02-15,Aktau,Potatoes,86.0
2012-02-15,Aktau,Wheat flour (first grade),106.0
2012-02-15,Aktau,Meat (beef),1247.0
2012-03-15,Nur-Sultan,Potatoes,58.0
2012-03-15,Nur-Sultan,Wheat flour (first grade),88.0
2012-03-15,Nur-Sultan,Meat (beef),1359.0
2012-03-15,Nur-Sultan,Milk,125.0
2012-03-15,Nur-Sultan,Oil (sunflower),335.0
2012-03-15,Almaty,Potatoes,69.0
2012-03-15,Almaty,Wheat flour (first grade),100.0
2012-03-15,Almaty,Meat (beef),1409.0
2012-03-15,Almaty,Milk,155.0
2012-03-15,Almaty,Oil (sunflower),311.0
2012-03-15,Kostanay,Potatoes,56.0
2012-03-15,Kostanay,Wheat flour (first grade),55.0
2012-03-15,Kostanay,Meat (beef),980.0
2012-03-15,Kostanay,Milk,100.0
2012-03-15,Aktau,Potatoes,87.0
2012-03-15,Aktau,Wheat flour (first grade),106.0
2012-03-15,Aktau,Meat (beef),1247.0
2012-03-15,Aktau,Oil (sunflower),343.0
2012-04-15,Nur-Sultan,Potatoes,55.0
2012-04-15,Nur-Sultan,Wheat flour (first grade),88.0
2012-04-15,Nur-Sultan,Meat (beef),1373.0
2012-04-15,Nur-Sultan,Milk,125.0
2012-04-15,Nur-Sultan,Oil (sunflower),328.0
2012-04-15,Almaty,Potatoes,62.0
2012-04-15,Almaty,Wheat flour (first grade),102.0
2012-04-15,Almaty,Meat (beef),1420.0
2012-04-15,Almaty,Milk,155.0
2012-04-15,Almaty,Oil (sunflower),299.0
2012-04-15,Kostanay,Potatoes,56.0
2012-04-15,Kostanay,Wheat flour (first grade),55.0
2012-04-15,Kostanay,Meat (beef),1000.0
2012-04-15,Kostanay,Milk,100.0
2012-04-15,Aktau,Potatoes,82.0
2012-04-15,Aktau,Wheat flour (first grade),106.0
2012-04-15,Aktau,Meat (beef),1247.0
2012-05-15,Nur-Sultan,Potatoes,63.0
2012-05-15,Nur-Sultan,Wheat flour (first grade),88.0
2012-05-15,Nur-Sultan,Meat (beef),1373.0
2012-05-15,Nur-Sultan,Milk,125.0
2012-05-15,Nur-Sultan,Oil (sunflower),313.0
2012-05-15,Almaty,Potatoes,58.0
2012-05-15,Almaty,Wheat flour (first grade),97.0
2012-05-15,Almaty,Meat (beef),1420.0
2012-05-15,Almaty,Milk,155.0
2012-05-15,Kostanay,Potatoes,56.0
2012-05-15,Kostanay,Meat (beef),1000.0
2012-05-15,Kostanay,Milk,100.0
2012-05-15,Kostanay,Oil (sunflower),296.0
2012-05-15,Aktau,Potatoes,83.0
2012-05-15,Aktau,Wheat flour (first grade),102.0
2012-05-15,Aktau,Meat (beef),1247.0
2012-06-15,Nur-Sultan,Potatoes,71.0
2012-06-15,Nur-Sultan,Meat (beef),1385.0
2012-06-15,Nur-Sultan,Milk,125.0
2012-06-15,Nur-Sultan,Oil (sunflower),313.0
2012-06-15,Almaty,Potatoes,62.0
2012-06-15,Almaty,Wheat flour (first grade),97.0
2012-06-15,Almaty,Meat (beef),1420.0
2012-06-15,Almaty,Milk,154.0
2012-06-15,Kostanay,Potatoes,58.0
2012-06-15,Kostanay,Meat (beef),1000.0
2012-06-15,Kostanay,Milk,100.0
2012-06-15,Kostanay,Oil (sunflower),290.0
2012-06-15,Aktau,Potatoes,96.0
2012-06-15,Aktau,Meat (beef),1247.0
2012-07-15,Nur-Sultan,Potatoes,88.0
2012-07-15,Nur-Sultan,Meat (beef),1395.0
2012-07-15,Nur-Sultan,Milk,125.0
2012-07-15,Almaty,Potatoes,66.0
2012-07-15,Almaty,Meat (beef),1423.0
2012-07-15,Almaty,Milk,154.0
2012-07-15,Almaty,Oil (sunflower),293.0
2012-07-15,Kostanay,Potatoes,60.0
2012-07-15,Kostanay,Wheat flour (first grade),55.0
2012-07-15,Kostanay,Meat (beef),1020.0
2012-07-15,Kostanay,Milk,100.0
2012-07-15,Kostanay,Oil (sunflower),284.0
2012-07-15,Aktau,Potatoes,102.0
2012-07-15,Aktau,Meat (beef),1285.0
2012-07-15,Aktau,Oil (sunflower),328.0
2012-08-15,Nur-Sultan,Potatoes,85.0
2012-08-15,Nur-Sultan,Wheat flour (first grade),90.0
2012-08-15,Nur-Sultan,Meat (beef),1390.0
2012-08-15,Nur-Sultan,Milk,125.0
2012-08-15,Almaty,Potatoes,65.0
2012-08-15,Almaty,Meat (beef),1423.0
2012-08-15,Almaty,Milk,154.0
2012-08-15,Almaty,Oil (sunflower),293.0
2012-08-15,Kostanay,Potatoes,65.0
2012-08-15,Kostanay,Wheat flour (first grade),58.0
2012-08-15,Kostanay,Meat (beef),1020.0
2012-08-15,Kostanay,Milk,100.0
2012-08-15,Kostanay,Oil (sunflower),284.0
2012-08-15,Aktau,Potatoes,102.0
2012-08-15,Aktau,Meat (beef),1285.0
2012-08-15,Aktau,Oil (sunflower),328.0
2012-09-15,Nur-Sultan,Potatoes,77.0
2012-09-15,Nur-Sultan,Wheat flour (first grade),104.0
2012-09-15,Nur-Sultan,Meat (beef),1390.0
2012-09-15,Nur-Sultan,Milk,125.0
2012-09-15,Nur-Sultan,Oil (sunflower),309.0
2012-09-15,Almaty,Potatoes,67.0
2012-09-15,Almaty,Meat (beef),1428.0
2012-09-15,Almaty,Milk,154.0
2012-09-15,Almaty,Oil (sunflower),301.0
2012-09-15,Kostanay,Potatoes,65.0
2012-09-15,Kostanay,Wheat flour (first grade),60.0
2012-09-15,Kostanay,Meat (beef),1020.0
2012-09-15,Kostanay,Milk,100.0
2012-09-15,Kostanay,Oil (sunflower),284.0
2012-09-15,Aktau,Potatoes,103.0
2012-09-15,Aktau,Meat (beef),1285.0
2012-09-15,Aktau,Oil (sunflower),328.0
2012-10-15,Nur-Sultan,Potatoes,77.0
2012-10-15,Nur-Sultan,Meat (beef),1390.0
2012-10-15,Nur-Sultan,Milk,125.0
2012-10-15,Nur-Sultan,Oil (sunflower),332.0
2012-10-15,Almaty,Potatoes,67.0
2012-10-15,Almaty,Meat (beef),1428.0
2012-10-15,Almaty,Milk,155.0
2012-10-15,Almaty,Oil (sunflower),305.0
2012-10-15,Kostanay,Potatoes,67.0
2012-10-15,Kostanay,Wheat flour (first grade),60.0
2012-10-15,Kostanay,Meat (beef),1020.0
2012-10-15,Kostanay,Milk,102.0
2012-10-15,Kostanay,Oil (sunflower),284.0
2012-10-15,Aktau,Potatoes,102.0
2012-10-15,Aktau,Meat (beef),1285.0
2012-11-15,Nur-Sultan,Potatoes,76.0
2012-11-15,Nur-Sultan,Meat (beef),1390.0
2012-11-15,Nur-Sultan,Oil (sunflower),337.0
2012-11-15,Almaty,Potatoes,68.0
2012-11-15,Almaty,Meat (beef),1433.0
2012-11-15,Almaty,Milk,156.0
2012-11-15,Almaty,Oil (sunflower),313.0
2012-11-15,Kostanay,Potatoes,67.0
2012-11-15,Kostanay,Wheat flour (first grade),60.0
2012-11-15,Kostanay,Meat (beef),1049.0
2012-11-15,Kostanay,Milk,102.0
2012-11-15,Kostanay,Oil (sunflower),295.0
2012-11-15,Aktau,Potatoes,97.0
2012-11-15,Aktau,Wheat flour (first grade),118.0
2012-11-15,Aktau,Meat (beef),1285.0
2012-12-15,Nur-Sultan,Potatoes,78.0
2012-12-15,Nur-Sultan,Wheat flour (first grade),95.0
2012-12-15,Nur-Sultan,Meat (beef),1390.0
2012-12-15,Nur-Sultan,Milk,125.0
2012-12-15,Almaty,Potatoes,69.0
2012-12-15,Almaty,Wheat flour (first grade),106.0
2012-12-15,Almaty,Meat (beef),1433.0
2012-12-15,Almaty,Milk,161.0
2012-12-15,Almaty,Oil (sunflower),315.0
2012-12-15,Kostanay,Potatoes,67.0
2012-12-15,Kostanay,Meat (beef),1049.0
2012-12-15,Kostanay,Milk,102.0
2012-12-15,Kostanay,Oil (sunflower),295.0
2012-12-15,Aktau,Potatoes,97.0
2012-12-15,Aktau,Wheat flour (first grade),118.0
2012-12-15,Aktau,Meat (beef),1285.0
2012-12-15,Aktau,Oil (sunflower),354.0
2013-01-15,Nur-Sultan,Potatoes,95.0
2013-01-15,Nur-Sultan,Meat (beef),1390.0
2013-01-15,Nur-Sultan,Milk,125.0
2013-01-15,Nur-Sultan,Oil (sunflower),338.0
2013-01-15,Almaty,Potatoes,71.0
2013-01-15,Almaty,Wheat flour (first grade),108.0
2013-01-15,Almaty,Meat (beef),1440.0
2013-01-15,Almaty,Milk,163.0
2013-01-15,Almaty,Oil (sunflower),316.0
2013-01-15,Kostanay,Potatoes,67.0
2013-01-15,Kostanay,Meat (beef),1049.0
2013-01-15,Kostanay,Milk,110.0
2013-01-15,Aktau,Potatoes,100.0
2013-01-15,Aktau,Wheat flour (first grade),118.0
2013-01-15,Aktau,Meat (beef),1285.0
2013-01-15,Aktau,Oil (sunflower),357.0
2013-02-15,Nur-Sultan,Potatoes,91.0
2013-02-15,Nur-Sultan,Meat (beef),1362.0
2013-02-15,Nur-Sultan,Milk,125.0
2013-02-15,Nur-Sultan,Oil (sunflower),353.0
2013-02-15,Almaty,Potatoes,75.0
2013-02-15,Almaty,Wheat flour (first grade),109.0
2013-02-15,Almaty,Meat (beef),1440.0
2013-02-15,Almaty,Milk,165.0
2013-02-15,Almaty,Oil (sunflower),318.0
2013-02-15,Kostanay,Potatoes,67.0
2013-02-15,Kostanay,Meat (beef),1049.0
2013-02-15,Kostanay,Milk,110.0
2013-02-15,Aktau,Potatoes,102.0
2013-02-15,Aktau,Wheat flour (first grade),118.0
2013-02-15,Aktau,Meat (beef),1214.0
2013-02-15,Aktau,Oil (sunflower),357.0
2013-03-15,Nur-Sultan,Potatoes,89.0
2013-03-15,Nur-Sultan,Meat (beef),1362.0
2013-03-15,Nur-Sultan,Milk,125.0
2013-03-15,Nur-Sultan,Oil (sunflower),348.0
2013-03-15,Almaty,Potatoes,79.0
2013-03-15,Almaty,Wheat flour (first grade),109.0
2013-03-15,Almaty,Meat (beef),1450.0
2013-03-15,Almaty,Milk,166.0
2013-03-15,Almaty,Oil (sunflower),318.0
2013-03-15,Kostanay,Potatoes,67.0
2013-03-15,Kostanay,Meat (beef),1049.0
2013-03-15,Aktau,Potatoes,102.0
2013-03-15,Aktau,Wheat flour (first grade),118.0
2013-03-15,Aktau,Meat (beef),1214.0
2013-03-15,Aktau,Oil (sunflower),357.0
2013-04-15,Nur-Sultan,Potatoes,93.0
2013-04-15,Nur-Sultan,Meat (beef),1362.0
2013-04-15,Nur-Sultan,Milk,125.0
2013-04-15,Nur-Sultan,Oil (sunflower),343.0
2013-04-15,Almaty,Potatoes,79.0
2013-04-15,Almaty,Wheat flour (first grade),109.0
2013-04-15,Almaty,Meat (beef),1460.0
2013-04-15,Almaty,Milk,160.0
2013-04-15,Almaty,Oil (sunflower),314.0
2013-04-15,Kostanay,Potatoes,67.0
2013-04-15,Kostanay,Wheat flour (first grade),60.0
2013-04-15,Kostanay,Meat (beef),1049.0
2013-04-15,Kostanay,Milk,110.0
2013-04-15,Aktau,Potatoes,104.0
2013-04-15,Aktau,Wheat flour (first grade),118.0
2013-04-15,Aktau,Meat (beef),1214.0
2013-04-15,Aktau,Oil (sunflower),357.0
2013-05-15,Nur-Sultan,Potatoes,131.0
2013-05-15,Nur-Sultan,Meat (beef),1362.0
2013-05-15,Nur-Sultan,Milk,125.0
2013-05-15,Nur-Sultan,Oil (sunflower),337.0
2013-05-15,Almaty,Potatoes,84.0
2013-05-15,Almaty,Wheat flour (first grade),109.0
2013-05-15,Almaty,Meat (beef),1460.0
2013-05-15,Almaty,Milk,153.0
2013-05-15,Kostanay,Potatoes,67.0
2013-05-15,Kostanay,Meat (beef),1049.0
2013-05-15,Kostanay,Milk,110.0
2013-05-15,Kostanay,Oil (sunflower),303.0
2013-05-15,Aktau,Potatoes,108.0
2013-05-15,Aktau,Wheat flour (first grade),118.0
2013-05-15,Aktau,Meat (beef),1214.0
2013-05-15,Aktau,Oil (sunflower),348.0
2013-06-15,Nur-Sultan,Potatoes,164.0
2013-06-15,Nur-Sultan,Meat (beef),1362.0
2013-06-15,Nur-Sultan,Milk,125.0
2013-06-15,Nur-Sultan,Oil (sunflower),337.0
2013-06-15,Almaty,Potatoes,89.0
2013-06-15,Almaty,Wheat flour (first grade),108.0
2013-06-15,Almaty,Meat (beef),1460.0
2013-06-15,Almaty,Milk,151.0
2013-06-15,Kostanay,Potatoes,72.0
2013-06-15,Kostanay,Meat (beef),1049.0
2013-06-15,Kostanay,Milk,110.0
2013-06-15,Kostanay,Oil (sunflower),302.0
2013-06-15,Aktau,Potatoes,112.0
2013-06-15,Aktau,Wheat flour (first grade),120.0
2013-06-15,Aktau,Meat (beef),1203.0
2013-06-15,Aktau,Oil (sunflower),348.0
2013-07-15,Nur-Sultan,Potatoes,166.0
2013-07-15,Nur-Sultan,Wheat flour (first grade),102.0
2013-07-15,Nur-Sultan,Meat (beef),1346.0
2013-07-15,Nur-Sultan,Milk,125.0
2013-07-15,Nur-Sultan,Oil (sunflower),333.0
2013-07-15,Almaty,Potatoes,91.0
2013-07-15,Almaty,Meat (beef),1460.0
2013-07-15,Almaty,Milk,143.0
2013-07-15,Almaty,Oil (sunflower),309.0
2013-07-15,Kostanay,Potatoes,77.0
2013-07-15,Kostanay,Meat (beef),1049.0
2013-07-15,Kostanay,Milk,110.0
2013-07-15,Kostanay,Oil (sunflower),302.0
2013-07-15,Aktau,Potatoes,125.0
2013-07-15,Aktau,Meat (beef),1203.0
2013-07-15,Aktau,Oil (sunflower),348.0
2013-08-15,Nur-Sultan,Potatoes,123.0
2013-08-15,Nur-Sultan,Meat (beef),1305.0
2013-08-15,Nur-Sultan,Milk,125.0
2013-08-15,Nur-Sultan,Oil (sunflower),330.0
2013-08-15,Almaty,Potatoes,90.0
2013-08-15,Almaty,Meat (beef),1460.0
2013-08-15,Almaty,Milk,143.0
2013-08-15,Almaty,Oil (sunflower),309.0
2013-08-15,Kostanay,Potatoes,77.0
2013-08-15,Kostanay,Meat (beef),1049.0
2013-08-15,Kostanay,Milk,110.0
2013-08-15,Aktau,Potatoes,137.0
2013-08-15,Aktau,Meat (beef),1203.0
2013-08-15,Aktau,Oil (sunflower),348.0
2013-09-15,Nur-Sultan,Potatoes,74.0
2013-09-15,Nur-Sultan,Wheat flour (first grade),102.0
2013-09-15,Nur-Sultan,Meat (beef),1305.0
2013-09-15,Nur-Sultan,Milk,125.0
2013-09-15,Nur-Sultan,Oil (sunflower),330.0
2013-09-15,Almaty,Potatoes,87.0
2013-09-15,Almaty,Meat (beef),1460.0
2013-09-15,Almaty,Milk,143.0
2013-09-15,Almaty,Oil (sunflower),308.0
2013-09-15,Kostanay,Potatoes,70.0
2013-09-15,Kostanay,Wheat flour (first grade),60.0
2013-09-15,Kostanay,Meat (beef),1049.0
2013-09-15,Kostanay,Milk,116.0
2013-09-15,Aktau,Potatoes,123.0
2013-09-15,Aktau,Wheat flour (first grade),120.0
2013-09-15,Aktau,Meat (beef),1203.0
2013-09-15,Aktau,Oil (sunflower),339.0
2013-10-15,Nur-Sultan,Potatoes,57.0
2013-10-15,Nur-Sultan,Meat (beef),1305.0
2013-10-15,Nur-Sultan,Milk,125.0
2013-10-15,Nur-Sultan,Oil (sunflower),323.0
2013-10-15,Almaty,Potatoes,85.0
2013-10-15,Almaty,Meat (beef),1460.0
2013-10-15,Almaty,Milk,147.0
2013-10-15,Kostanay,Potatoes,60.0
2013-10-15,Kostanay,Wheat flour (first grade),60.0
2013-10-15,Kostanay,Meat (beef),1049.0
2013-10-15,Kostanay,Milk,116.0
2013-10-15,Kostanay,Oil (sunflower),300.0
2013-10-15,Aktau,Potatoes,116.0
2013-10-15,Aktau,Meat (beef),1203.0
2013-11-15,Nur-Sultan,Potatoes,69.0
2013-11-15,Nur-Sultan,Wheat flour (first grade),101.0
2013-11-15,Nur-Sultan,Meat (beef),1305.0
2013-11-15,Nur-Sultan,Oil (sunflower),322.0
2013-11-15,Almaty,Potatoes,85.0
2013-11-15,Almaty,Meat (beef),1460.0
2013-11-15,Almaty,Milk,150.0
2013-11-15,Kostanay,Potatoes,58.0
2013-11-15,Kostanay,Wheat flour (first grade),60.0
2013-11-15,Kostanay,Meat (beef),1049.0
2013-11-15,Kostanay,Milk,116.0
2013-11-15,Kostanay,Oil (sunflower),298.0
2013-11-15,Aktau,Potatoes,108.0
2013-11-15,Aktau,Meat (beef),1203.0
2013-11-15,Aktau,Oil (sunflower),339.0
2013-12-15,Nur-Sultan,Potatoes,69.0
2013-12-15,Nur-Sultan,Meat (beef),1326.0
2013-12-15,Nur-Sultan,Milk,125.0
2013-12-15,Almaty,Potatoes,86.0
2013-12-15,Almaty,Wheat flour (first grade),109.0
2013-12-15,Almaty,Meat (beef),1460.0
2013-12-15,Almaty,Milk,150.0
2013-12-15,Almaty,Oil (sunflower),289.0
2013-12-15,Kostanay,Potatoes,62.0
2013-12-15,Kostanay,Wheat flour (first grade),61.0
2013-12-15,Kostanay,Meat (beef),1049.0
2013-12-15,Kostanay,Milk,116.0
2013-12-15,Kostanay,Oil (sunflower),300.0
2013-12-15,Aktau,Potatoes,106.0
2013-12-15,Aktau,Meat (beef),1203.0
2013-12-15,Aktau,Oil (sunflower),336.0
2014-01-15,Nur-Sultan,Potatoes,79.0
2014-01-15,Nur-Sultan,Meat (beef),1312.0
2014-01-15,Nur-Sultan,Milk,125.0
2014-01-15,Nur-Sultan,Oil (sunflower),321.0
2014-01-15,Almaty,Potatoes,88.0
2014-01-15,Almaty,Wheat flour (first grade),109.0
2014-01-15,Almaty,Meat (beef),1440.0
2014-01-15,Almaty,Milk,161.0
2014-01-15,Almaty,Oil (sunflower),284.0
2014-01-15,Kostanay,Potatoes,73.0
2014-01-15,Kostanay,Wheat flour (first grade),61.0
2014-01-15,Kostanay,Meat (beef),1049.0
2014-01-15,Kostanay,Milk,116.0
2014-01-15,Kostanay,Oil (sunflower),298.0
2014-01-15,Aktau,Potatoes,106.0
2014-01-15,Aktau,Wheat flour (first grade),120.0
2014-01-15,Aktau,Meat (beef),1203.0
2014-01-15,Aktau,Oil (sunflower),325.0
2014-02-15,Nur-Sultan,Potatoes,85.0
2014-02-15,Nur-Sultan,Meat (beef),1321.0
2014-02-15,Nur-Sultan,Milk,125.0
2014-02-15,Nur-Sultan,Oil (sunflower),318.0
2014-02-15,Almaty,Potatoes,96.0
2014-02-15,Almaty,Wheat flour (first grade),109.0
2014-02-15,Almaty,Meat (beef),1418.0
2014-02-15,Almaty,Milk,165.0
2014-02-15,Almaty,Oil (sunflower),284.0
2014-02-15,Kostanay,Potatoes,78.0
2014-02-15,Kostanay,Wheat flour (first grade),65.0
2014-02-15,Kostanay,Meat (beef),1061.0
2014-02-15,Kostanay,Milk,116.0
2014-02-15,Kostanay,Oil (sunflower),293.0
2014-02-15,Aktau,Potatoes,117.0
2014-02-15,Aktau,Wheat flour (first grade),120.0
2014-02-15,Aktau,Meat (beef),1203.0
2014-02-15,Aktau,Oil (sunflower),325.0
2014-03-15,Nur-Sultan,Potatoes,107.0
2014-03-15,Nur-Sultan,Meat (beef),1321.0
2014-03-15,Nur-Sultan,Milk,125.0
2014-03-15,Nur-Sultan,Oil (sunflower),313.0
2014-03-15,Almaty,Potatoes,106.0
2014-03-15,Almaty,Wheat flour (first grade),109.0
2014-03-15,Almaty,Meat (beef),1377.0
2014-03-15,Almaty,Milk,165.0
2014-03-15,Almaty,Oil (sunflower),289.0
2014-03-15,Kostanay,Potatoes,90.0
2014-03-15,Kostanay,Wheat flour (first grade),67.0
2014-03-15,Kostanay,Meat (beef),1061.0
2014-03-15,Kostanay,Milk,116.0
2014-03-15,Kostanay,Oil (sunflower),293.0
2014-03-15,Aktau,Potatoes,127.0
2014-03-15,Aktau,Wheat flour (first grade),120.0
2014-03-15,Aktau,Meat (beef),1203.0
2014-03-15,Aktau,Oil (sunflower),325.0
2014-04-15,Nur-Sultan,Potatoes,109.0
2014-04-15,Nur-Sultan,Meat (beef),1321.0
2014-04-15,Nur-Sultan,Milk,125.0
2014-04-15,Nur-Sultan,Oil (sunflower),305.0
2014-04-15,Almaty,Potatoes,121.0
2014-04-15,Almaty,Wheat flour (first grade),109.0
2014-04-15,Almaty,Meat (beef),1360.0
2014-04-15,Almaty,Milk,165.0
2014-04-15,Almaty,Oil (sunflower),285.0
2014-04-15,Kostanay,Potatoes,90.0
2014-04-15,Kostanay,Wheat flour (first grade),67.0
2014-04-15,Kostanay,Meat (beef),1061.0
2014-04-15,Kostanay,Milk,116.0
2014-04-15,Kostanay,Oil (sunflower),291.0
2014-04-15,Aktau,Potatoes,147.0
2014-04-15,Aktau,Wheat flour (first grade),117.0
2014-04-15,Aktau,Meat (beef),1209.0
2014-05-15,Nur-Sultan,Potatoes,144.0
2014-05-15,Nur-Sultan,Meat (beef),1321.0
2014-05-15,Nur-Sultan,Milk,125.0
2014-05-15,Nur-Sultan,Oil (sunflower),305.0
2014-05-15,Almaty,Potatoes,138.0
2014-05-15,Almaty,Wheat flour (first grade),109.0
2014-05-15,Almaty,Meat (beef),1313.0
2014-05-15,Almaty,Milk,165.0
2014-05-15,Almaty,Oil (sunflower),291.0
2014-05-15,Kostanay,Potatoes,95.0
2014-05-15,Kostanay,Meat (beef),1061.0
2014-05-15,Kostanay,Milk,116.0
2014-05-15,Kostanay,Oil (sunflower),285.0
2014-05-15,Aktau,Potatoes,156.0
2014-05-15,Aktau,Meat (beef),1224.0
2014-05-15,Aktau,Oil (sunflower),314.0
2014-06-15,Nur-Sultan,Potatoes,177.0
2014-06-15,Nur-Sultan,Meat (beef),1321.0
2014-06-15,Nur-Sultan,Milk,125.0
2014-06-15,Almaty,Potatoes,160.0
2014-06-15,Almaty,Wheat flour (first grade),109.0
2014-06-15,Almaty,Meat (beef),1313.0
2014-06-15,Almaty,Milk,165.0
2014-06-15,Almaty,Oil (sunflower),291.0
2014-06-15,Kostanay,Potatoes,116.0
2014-06-15,Kostanay,Meat (beef),1061.0
2014-06-15,Kostanay,Milk,116.0
2014-06-15,Kostanay,Oil (sunflower),285.0
2014-06-15,Aktau,Potatoes,201.0
2014-06-15,Aktau,Wheat flour (first grade),118.0
2014-06-15,Aktau,Meat (beef),1238.0
2014-06-15,Aktau,Oil (sunflower),322.0
2014-07-15,Nur-Sultan,Potatoes,127.0
2014-07-15,Nur-Sultan,Wheat flour (first grade),134.0
2014-07-15,Nur-Sultan,Meat (beef),1269.0
2014-07-15,Nur-Sultan,Milk,125.0
2014-07-15,Nur-Sultan,Oil (sunflower),302.0
2014-07-15,Almaty,Potatoes,139.0
2014-07-15,Almaty,Meat (beef),1336.0
2014-07-15,Almaty,Milk,165.0
2014-07-15,Almaty,Oil (sunflower),286.0
2014-07-15,Kostanay,Potatoes,125.0
2014-07-15,Kostanay,Meat (beef),1061.0
2014-07-15,Kostanay,Milk,116.0
2014-07-15,Aktau,Potatoes,178.0
2014-07-15,Aktau,Wheat flour (first grade),118.0
2014-07-15,Aktau,Meat (beef),1238.0
2014-07-15,Aktau,Oil (sunflower),322.0
2014-08-15,Nur-Sultan,Potatoes,93.0
2014-08-15,Nur-Sultan,Meat (beef),1286.0
2014-08-15,Nur-Sultan,Milk,125.0
2014-08-15,Nur-Sultan,Oil (sunflower),302.0
2014-08-15,Almaty,Potatoes,82.0
2014-08-15,Almaty,Meat (beef),1336.0
2014-08-15,Almaty,Milk,165.0
2014-08-15,Almaty,Oil (sunflower),283.0
2014-08-15,Kostanay,Potatoes,112.0
2014-08-15,Kostanay,Meat (beef),1074.0
2014-08-15,Aktau,Potatoes,128.0
2014-08-15,Aktau,Wheat flour (first grade),128.0
2014-08-15,Aktau,Meat (beef),1238.0
2014-08-15,Aktau,Oil (sunflower),321.0
2014-09-15,Nur-Sultan,Potatoes,74.0
2014-09-15,Nur-Sultan,Meat (beef),1286.0
2014-09-15,Nur-Sultan,Milk,125.0
2014-09-15,Nur-Sultan,Oil (sunflower),302.0
2014-09-15,Almaty,Potatoes,77.0
2014-09-15,Almaty,Meat (beef),1336.0
2014-09-15,Almaty,Milk,165.0
2014-09-15,Almaty,Oil (sunflower),283.0
2014-09-15,Kostanay,Potatoes,75.0
2014-09-15,Kostanay,Wheat flour (first grade),78.0
2014-09-15,Kostanay,Meat (beef),1074.0
2014-09-15,Aktau,Potatoes,117.0
2014-09-15,Aktau,Wheat flour (first grade),128.0
2014-09-15,Aktau,Meat (beef),1253.0
2014-09-15,Aktau,Oil (sunflower),321.0
2014-10-15,Nur-Sultan,Potatoes,73.0
2014-10-15,Nur-Sultan,Meat (beef),1286.0
2014-10-15,Nur-Sultan,Oil (sunflower),303.0
2014-10-15,Almaty,Potatoes,82.0
2014-10-15,Almaty,Meat (beef),1336.0
2014-10-15,Almaty,Milk,169.0
2014-10-15,Kostanay,Potatoes,76.0
2014-10-15,Kostanay,Meat (beef),1074.0
2014-10-15,Kostanay,Milk,116.0
2014-10-15,Kostanay,Oil (sunflower),285.0
2014-10-15,Aktau,Potatoes,111.0
2014-10-15,Aktau,Wheat flour (first grade),128.0
2014-10-15,Aktau,Meat (beef),1267.0
2014-11-15,Nur-Sultan,Potatoes,90.0
